,date,total_confirmed,new_confirmed,new_confirmed_after_fft,new_confirmed_after_sg,new_confirmed_after_convolve,total_deaths,new_deaths,new_death_after_fft,new_death_after_sg,new_death_after_convolve,total_recovered
189,2020-10-20,8260165,67104,62773.41050993387,69605.01042951946,65788.7763891892,220373,480,784.7511955500343,677.6856363685038,888.4572540540543,220373
190,2020-10-21,8322085,61920,64568.66953028273,72244.0865547865,67640.86598918919,221309,936,798.215923735987,689.1546411733686,881.1530378378376,221309
191,2020-10-22,8384801,62716,66590.87509677483,74951.54823421125,69283.01483243243,222492,1183,811.478298271917,701.8115280677703,875.6038054054055,222492
192,2020-10-23,8461142,76341,68829.83735583375,77724.4348096638,70476.84255135134,223331,839,824.1453960339298,715.6621547577879,875.5627243243242,223331
193,2020-10-24,8544430,83288,71264.68346551304,80559.65200929691,71975.68908108109,224277,946,835.9303316546931,730.7101608644432,883.5883243243242,224277
194,2020-10-25,8628319,83889,73867.35488708084,83453.97738358004,74646.36687567568,225221,944,846.6840299136339,746.956954533558,913.5380756756758,225221
195,2020-10-26,8691501,63182,76606.94650834409,86404.06596737464,77265.39424864865,225645,424,856.4151100381345,764.4017030826155,938.4184216216214,225645
196,2020-10-27,8757728,66227,79454.39431386601,89406.45617138923,79661.88211891892,226145,500,865.2960211543506,783.0413286484536,950.2793513513512,226145
197,2020-10-28,8835996,78268,82386.96963105688,92457.57587711282,81986.23325405407,227174,1029,873.6548113492632,802.8705078681105,950.2727783783782,227174
198,2020-10-29,8914642,78646,85392.04442669416,95553.74873258702,83952.38694054054,228201,1027,881.953191519514,823.8816761294745,947.0931027027028,228201
199,2020-10-30,9006320,91678,88469.65406974911,98691.20063133117,86176.65305945947,229213,1012,890.7527524278205,846.065036231302,944.0448864864863,229213
200,2020-10-31,9106774,100454,91633.49638580509,101866.0663514297,88636.2776216216,230257,1044,900.6722032097902,869.4085713947825,960.2226162162162,230257
201,2020-11-01,9197557,90783,94910.15870587272,105074.39637795907,91843.20155675674,231207,950,912.3392366012819,893.8980624236808,991.2437621621619,231207
202,2020-11-02,9303323,105766,98336.54387587262,108312.16383691876,95543.1609081081,231702,495,926.3410328869063,919.517109299085,1028.1608648648648,231702
203,2020-11-03,9387302,83979,101955.65495827574,111575.27158491235,98926.25202162162,232221,519,943.1774657308918,946.247156795047,1043.0650810810812,232221
204,2020-11-04,9515628,128326,105811.07849146287,114859.559406534,102060.63827027027,233833,1612,963.2207767077814,974.067524082011,1046.2841945945945,233833
205,2020-11-05,9619184,103556,109940.65997776733,118160.8113085277,105012.86607567567,234982,1149,986.6848807681332,1002.955438662914,1061.2229189189188,234982
206,2020-11-06,9749305,130121,114369.97714611971,121474.76291510629,107856.91589189188,236160,1178,1013.6066174634135,1032.8860738175858,1070.477664864865,236160
207,2020-11-07,9877396,128091,119106.27445750864,124797.10893172014,111586.59329729728,237399,1239,1043.8402567005812,1063.832590202027,1088.6486486486483,237399
208,2020-11-08,10009912,132516,124133.51901892645,128123.51066656699,115923.60683243244,238540,1141,1077.0654972029226,1095.7661809923875,1132.008908108108,238540
209,2020-11-09,10134210,124298,129409.17177038801,131449.60359893925,119484.93396756756,239092,552,1112.8081553288703,1128.6561205312853,1174.7628108108106,239092
210,2020-11-10,10209733,75523,134863.14249075405,134771.00499699343,123454.16501621618,239849,757,1150.471817567912,1162.4698168939126,1190.5560216216218,239849
211,2020-11-11,10354834,145101,140399.2223040113,138083.32152067413,127605.62845405407,241308,1459,1189.3779918417495,1197.1728671645121,1191.9412756756756,241308
212,2020-11-12,10504221,149387,145899.07716217174,141382.15686052066,131064.09842162163,242805,1497,1228.8117888099055,1232.729116637625,1215.0945729729729,242805
213,2020-11-13,10666089,161868,151228.6579759548,144663.1193550519,134194.70685405403,244173,1368,1268.069917867976,1269.1007207001335,1231.9148108108109,244173
214,2020-11-14,10847215,181126,156246.65741841297,147921.82957842282,137406.8497297297,245372,1199,1306.5077912203164,1306.2482098417775,1249.461362162162,245372
215,2020-11-15,11019459,172244,160814.4399983967,151153.92789580039,142093.0015135135,246745,1373,1343.5827679641338,1344.1305575931722,1302.1207351351352,246745
216,2020-11-16,11157216,137757,164806.70938895128,154355.0819751687,146821.24004324325,247532,787,1378.890994586058,1382.7052511122538,1353.9880648648648,247532
217,2020-11-17,11316341,159125,168122.0706896725,157520.99422372362,151057.1234594595,248342,810,1412.19585228794,1421.9283640701142,1376.8800864864863,248342
218,2020-11-18,11480445,164104,170692.6062879912,160647.40914638634,155527.4664648648,250049,1707,1443.446643492943,1461.754632553626,1402.4982486486483,250049
219,2020-11-19,11653747,173302,172491.61773023184,163730.1206323295,159419.46672432433,251991,1942,1472.786780044524,1502.137532673573,1431.2927999999997,251991
220,2020-11-20,11845577,191830,173538.7919206871,166764.9791048037,162907.3162378378,254032,2041,1500.5513227319545,1543.0293602910274,1458.7316756756757,254032
221,2020-11-21,12047505,201928,173902.2213388511,169747.8985909334,167146.44834594594,255990,1958,1527.2542280437808,1584.3813134661068,1492.8864864864863,255990
222,2020-11-22,12229516,182011,173696.93249261804,172674.86364156049,170680.32017297298,257627,1637,1553.5660621528527,1626.1435752339275,1558.136389189189,257627
223,2020-11-23,12376095,146579,173079.8375530105,175541.93610512232,175764.2222702703,258686,1059,1580.2832400290524,1668.2653997714283,1626.3014054054056,258686
224,2020-11-24,12547989,171894,172241.3008018173,178345.26177892703,178326.58404324323,259759,1073,1608.2900509476588,1710.695198467022,1630.2698378378377,259759
225,2020-11-25,12725171,177182,171393.7822798477,181081.07686130606,182619.59481081078,261894,2135,1638.5148643478317,1753.3806282329365,1666.0563891891888,261894
226,2020-11-26,12910268,185097,170758.26409974214,183745.71426088212,185448.7026162162,264151,2257,1671.8820028304865,1796.268680714505,1702.3063351351348,264151
227,2020-11-27,13028611,118343,170549.3604443012,186335.6096910979,188497.54983783784,265552,1401,1709.260853868503,1839.305772042832,1735.5376432432429,265552
228,2020-11-28,13231677,203066,170960.14400034136,188847.30759187022,191389.28328648646,267106,1554,1751.4138951771008,1882.4378342754512,1775.5621189189196,267106
229,2020-11-29,13390420,158743,172147.77803075596,191277.46685824438,194941.3047351351,268464,1358,1798.9454467302105,1925.610406462206,1855.3990918918919,268464
230,2020-11-30,13531226,140806,174221.0188092575,193622.86629289738,201730.24916756753,269515,1051,1852.2531366485168,1968.7687269675807,1927.6623567567565,269515
231,2020-12-01,13686970,155744,177230.54833619212,195880.40990580077,204440.20376216216,270827,1312,1911.4842636936955,2011.857825370174,1960.5157189189185,270827
232,2020-12-02,13881005,194035,181162.91894054343,198047.13196078356,207053.21193513513,273379,2552,1976.4994249107135,2054.8226155037487,1993.4331675675676,273379
233,2020-12-03,14085509,204504,185938.65205641076,200120.20174384603,208974.2585945946,276209,2830,2046.8459089331907,2097.6079870057556,2036.4713513513514,276209
234,2020-12-04,14309670,224161,191414.75034766976,202096.92813190297,209731.37470270268,279178,2969,2121.7433814081805,2140.1588982571575,2090.721383783784,279178
235,2020-12-05,14544983,235313,197391.57600793467,203974.76389605392,211057.22715675674,281790,2612,2200.084255462383,2182.4204676671234,2135.0889513513507,281790
236,2020-12-06,14766893,221910,203623.74081860034,205751.30970354524,214585.38214054055,284180,2390,2280.4508002417574,2224.3380649816136,2219.2115027027025,284180
237,2020-12-07,14946112,179219,209834.3677980874,207424.31789961798,216923.8931027027,285583,1403,2361.150461906627,2265.857402349433,2306.1571459459456,285583
238,2020-12-08,15136263,190151,215731.84077868285,208991.69601007164,219026.72354594592,287142,1559,2440.270043184579,2306.924623124486,2340.56172972973,287142
239,2020-12-09,15367212,230949,221027.9745856412,210451.50991218188,220464.13414054055,289725,2583,2515.7483256230503,2347.486391622382,2359.9602162162164,289725
240,2020-12-10,15588347,221135,225456.42779755444,211801.98678113436,220819.67775135135,292906,3181,2585.465468544515,2387.489979904299,2373.129167567567,292906
241,2020-12-11,15823022,234675,228790.15010278946,213041.51773644114,220484.1389837838,295892,2986,2647.3461550791694,2426.883354464833,2390.490032432432,295892
242,2020-12-12,16063279,240257,230856.70894033686,214168.66014251046,221334.3694702703,299273,3381,2699.4720787021283,2465.615260884829,2427.7620756756755,299273
243,2020-12-13,16285443,222164,231550.4714268416,215182.13971933586,224429.3885405405,301806,2533,2740.1980921366367,2503.635307173582,2504.378291891892,301806
244,2020-12-14,16472147,186704,230840.8180165433,216080.852204087,226069.15139459458,303465,1659,2768.265301807853,2540.89404511377,2584.8429837837834,303465
245,2020-12-15,16672776,200629,228775.8196880352,216863.86487917995,227520.41781621624,305114,1649,2782.903709826232,2577.343050078723,2602.6968216216205,305114
246,2020-12-16,16894828,222052,225481.10286434356,217530.41766900138,228459.50996756754,308101,2987,2783.9167907258347,2612.934998531708,2613.029535135135,308101
247,2020-12-17,17135514,240686,221153.93564959295,218079.92398228278,233748.98015135137,311834,3733,2771.740722845554,2647.6237433903707,2677.375654054054,311834
248,2020-12-18,17372721,237207,216052.87440602906,218511.9712473527,233888.2515891892,315284,3450,2747.4719163942696,2681.364388064133,2732.227113513513,315284
249,2020-12-19,17621693,248972,210483.59097451172,218826.32116925763,236759.996627027,318226,2942,2712.857986937888,2714.1133562961895,2800.01747027027,318226
250,2020-12-20,17824263,202570,204781.73978695166,219022.9096147106,240870.93932972965,320980,2754,2670.2493579453308,2745.828461228869,2890.668627027027,320980
251,2020-12-21,18009622,185359,199293.9057925643,219101.84624046754,244239.78023783778,322749,1769,2622.511131486023,2776.468971267925,2969.7431351351347,322749
252,2020-12-22,18199338,189716,194357.78773098,219063.41385358764,245435.98079999996,324546,1797,2572.8975881100264,2805.9956731563957,2975.85107027027,324546
253,2020-12-23,18401293,201955,190282.8107823524,218908.06739004367,246158.31930810813,327844,3298,2524.8944744048385,2834.37093209538,2967.2897729729725,327844
254,2020-12-24,18627073,225780,187332.32693693865,218636.43264950352,245743.63865945945,331223,3379,2482.036895504074,2861.558749882105,2950.7488864864863,331223
255,2020-12-25,18831976,204903,185708.45436039718,218249.3047149452,244614.86858378377,334145,2922,2447.7129292113905,2887.524818392038,2955.078832432432,334145
256,2020-12-26,18940661,108685,185540.43684375894,217747.64610215812,244282.7724108108,335650,1505,2424.9648096927704,2912.236572361812,2971.996021621621,335650
257,2020-12-27,19159654,218993,186877.1831276866,217132.584612597,246611.52908108107,337563,1913,2416.300513888078,2935.663236897322,3053.829535135135,337563
258,2020-12-28,19314648,154994,189684.38832857445,216405.41087817587,248340.8421189189,339001,1438,2423.528692843162,2957.7758729538546,3130.218983783783,339001
259,2020-12-29,19481333,166685,193846.36250980487,215567.57566171803,247601.29392432433,340878,1877,2447.629055069641,2978.5474188501207,3146.335913513513,340878
260,2020-12-30,19683000,201667,199172.41195696694,214620.68692145933,247500.84082162165,344494,3616,2488.668533454031,2997.952729880364,3127.1313297297297,344494
261,2020-12-31,19905949,222949,205407.35383927188,213566.50643140436,246534.36073513512,348427,3933,2545.770930441277,3015.9686121931563,3120.7539027027024,348427
262,2021-01-01,20164077,258128,212245.51015351224,212406.94647127352,245124.0143567568,351754,3327,2617.1443908498773,3032.5738553680803,3088.0763675675676,351754
263,2021-01-02,20330344,166267,219347.33533779252,211144.06582564543,244680.48657297288,353948,2194,2700.1672151198827,3047.749261175632,3105.3665729729723,353948
264,2021-01-03,20626223,295879,226357.69391226454,209780.06596945922,246356.08856216213,356547,2599,2791.528465665611,3061.477666941438,3177.0152648648645,356547
265,2021-01-04,20829873,203650,232924.7266969762,208317.28676592305,247160.01574054052,357984,1437,2887.4158337333865,3073.7439693212245,3253.8615351351345,357984
266,2021-01-05,21011519,181646,238718.22960780855,206758.2019069197,246612.55117837834,359964,1980,2983.739630138492,3084.535138983317,3251.247135135135,359964
267,2021-01-06,21242773,231254,243446.51703998348,205105.41430399593,244848.07602162161,363568,3604,3076.378830328295,3093.8402373881,3203.3482378378376,363568
268,2021-01-07,21499615,256842,246870.848161023,203361.651158976,243192.70071351348,367492,3924,3161.4330916075664,3101.6504270506375,3172.8299243243246,367492
269,2021-01-08,21788251,288636,248816.65161084852,201529.75874661066,240639.381708108,371520,4028,3235.4637549915155,3107.958976269298,3171.4167351351357,371520
270,2021-01-09,22091738,303487,249180.98203860671,199612.6973056879,240807.97189189182,375709,4189,3295.70715335062,3112.761266188352,3179.8169945945942,375709
271,2021-01-10,22351272,259534,247935.868456554,197613.53529246768,241956.31299459457,378965,3256,3340.2450876618336,3116.05478799799,3251.7417513513515,378965
272,2021-01-11,22564648,213376,245127.45610964144,195535.44384715962,242782.92514594592,381069,2104,3368.1200254566243,3117.839140617442,3325.794508108108,381069
273,2021-01-12,22775465,210817,240871.0864366137,193381.69097498598,242808.68298378383,382905,1836,3379.3862493063857,3118.116022903398,3309.4935351351346,382905
274,2021-01-13,22994386,218921,235342.68992892656,191155.63541925614,241287.38153513512,387294,4389,3375.0925868974437,3116.8892236670727,3288.6292756756748,387294
275,2021-01-14,23224228,229842,228767.07140549182,188860.7206764606,240938.06745945945,391312,4018,3357.1971733708174,3114.16460651169,3295.5161081081083,391312
276,2021-01-15,23462271,238043,221403.83514437,186500.4685310568,246449.8898162162,395104,3792,3328.4195769255552,3109.950092644277,3389.2992864864873,395104
277,2021-01-16,23709211,246940,213531.81935921838,184078.47287124622,245107.74953513517,398916,3812,3292.040193460262,3104.2556404326097,3458.0525837837836,398916
278,2021-01-17,23917843,208632,205432.9792391661,181598.39302855398,247589.16678918916,402493,3577,3251.6607346813507,3097.093220519471,3559.128475675676,402493
279,2021-01-18,24094518,176675,197376.67172804696,179063.9472093751,249288.16198918916,404484,1991,3210.9425902106723,3088.4767879503347,3636.8653837837837,404484
280,2021-01-19,24235601,141083,189605.25311028285,176478.90588827658,248732.52393513513,406049,1565,3173.341600420501,3078.4222509120955,3609.31148108108,406049
281,2021-01-20,24399887,164286,182321.8051931169,173847.08488402845,246732.93189189187,408450,2401,3141.858184503227,3066.947438603832,3562.0583783783786,408450
282,2021-01-21,24585281,185394,175680.6633726355,171172.33859356897,242352.58438918914,412892,4442,3118.8207809405903,3054.0720615302444,3550.6805621621616,412892
283,2021-01-22,24777591,192310,169781.23882949445,168458.55327098496,243435.18261621622,417029,4137,3105.718235136232,3039.8176723559127,3607.01094054054,417029
284,2021-01-23,24967120,189529,164665.41848414275,165709.63983993485,236290.85068108106,420806,3777,3103.093274834253,3024.2076231771607,3636.830875675675,420806
285,2021-01-24,25141997,174877,160318.60279404736,162929.5271194351,234574.84955675673,424362,3556,3110.50480284017,3007.267018790125,3739.9756108108118,424362
286,2021-01-25,25279828,137831,156674.21660566534,160122.15485421484,234055.64549189192,426220,1858,3126.56173551926,2989.022668037311,3812.44921081081,426220
287,2021-01-26,25421949,142121,153621.3158633903,157291.4666747892,230314.95342702704,427990,1770,3149.025898753454,2969.503032551338,3785.506594594594,427990
288,2021-01-27,25566731,144782,151014.72615179513,154441.40327442586,224760.8602810811,431972,3982,3174.976452820624,2948.73817098381,3737.399005405406,431972
289,2021-01-28,25721867,155136,148686.9994566437,151575.8953351257,216945.40151351347,436100,4128,3201.0238339107086,2926.759685947876,3680.1221189189187,436100
290,2021-01-29,25889303,167436,146461.3725931786,148698.85681927516,207837.29695135134,439950,3850,3223.5576104748643,2903.6006599536327,3608.141491891891,439950
291,2021-01-30,26055141,165838,144164.86101107203,145814.17790451617,201064.8786162162,443549,3599,3239.0102265518285,2879.295598892992,3589.0963027027024,443549
292,2021-01-31,26200811,145670,141640.62833153366,142925.71848094565,196844.53863783786,446450,2901,3244.117521364533,2853.8803665027554,3639.336821621622,446450
293,2021-02-01,26316240,115429,138758.83455479174,140037.3011818219,192548.479654054,448407,1957,3236.1572512084467,2827.3921172935284,3706.8741189189186,448407
294,2021-02-02,26445632,129392,135425.2802634344,137152.70497445203,187517.23364324323,450184,1777,3213.1485633506622,2799.8692320970763,3616.260756756757,450184
295,2021-02-03,26559499,113867,131587.3227229954,134275.65841481747,181572.7831351351,453717,3533,3173.9983437470996,2771.351246914855,3545.767264864864,453717
296,2021-02-04,26682606,123107,127236.73189083724,131409.83349645327,174859.1814054054,457634,3917,3118.584347714704,2741.8787811057914,3485.9597837837837,457634
297,2021-02-05,26806544,123938,122409.36696429247,128558.83918656978,167293.98365405406,461518,3884,3047.7697163564458,2711.493469574451,3420.688518918919,461518
298,2021-02-06,26938205,131661,117181.77269445948,125726.21522643148,161805.18313513513,465192,3674,2963.3485215252945,2680.2378806416955,3365.8009081081077,465192
299,2021-02-07,27049141,110936,111665.00420756545,122915.42628489323,158087.40445405405,467929,2737,2867.9269858224975,2648.1554502378617,3407.8104216216207,467929
300,2021-02-08,27141041,91900,105996.17499101203,120129.8558721945,156425.0470054054,469406,1477,2764.7496163422843,2615.290397130879,3478.5126054054053,469406
301,2021-02-09,27226044,85003,100328.37207596209,117372.80084076765,153210.25193513514,470857,1451,2657.48333285454,2581.687650753853,3498.4336432432438,470857
302,2021-02-10,27320646,94602,94819.68487834594,114647.46572261474,148536.82214054055,473922,3065,2549.975486413855,2547.392771005651,3390.503783783783,473922
303,2021-02-11,27416458,95812,89622.14256776679,-4.377077752335892e-23,143235.44665945947,477328,3406,2446.003259406904,-6.087566275175612e-25,3296.8175567567564,477328
304,2021-02-12,27522763,106305,84871.3460276961,-4.2842235117321836e-23,137876.9421837838,480520,3192,2349.032215766712,-6.133961821132938e-25,3220.63187027027,480520
305,2021-02-13,27622811,100048,80677.51542481517,107362.8506479406,133211.45582702704,483404,2884,2262.0007358686767,2441.7248422243547,3154.208691891892,483404
306,2021-02-14,27711665,88854,77118.55822875365,104826.6073668151,130665.57085405402,485700,2296,2187.144829928041,2405.7983181363356,3191.1471567567564,485700
307,2021-02-15,27777996,66331,74235.60411076123,102334.699253684,127735.7355243243,486898,1198,2125.8745718640303,2369.4095452435786,3234.7686918918916,486898
308,2021-02-16,27832657,54661,72031.2645384381,99889.58241408374,124518.79766486488,487847,949,2078.7094006814195,2332.6042620620747,3140.564843243243,487847
309,2021-02-17,27891261,58604,70470.67035682307,97493.59253114156,120527.28588108106,489491,1644,2045.275116838622,2295.428295788023,3033.532194594595,489491
310,2021-02-18,27961316,70055,69485.13565003857,95148.94129861213,115610.21405405407,491937,2446,2024.3608995532252,2257.927484920888,2939.591264864865,491937
311,2021-02-19,28032685,71369,68978.10613485286,92857.71324384352,110586.9131243243,494544,2607,2014.030427343908,2220.1476040164443,2856.165448648648,494544
312,2021-02-20,28110871,78186,68832.88945042576,90621.86242909021,106623.30854054053,497079,2535,2011.7775088392968,2182.134289292082,2811.56947027027,497079
313,2021-02-21,28184282,73411,68921.54484962323,88443.2098916441,104400.36194594594,499012,1933,2014.7137818777037,2143.932968930803,2824.0844108108113,499012
314,2021-02-22,28242170,57888,69114.2395767928,86323.44078755428,101211.54162162161,500239,1227,2019.7742028645673,2105.5887819864156,2847.206486486486,500239
315,2021-02-23,28297003,54833,69288.36330637374,84264.10236357336,98882.8934054054,501440,1201,2023.9253283572114,2067.1465131779614,2760.3446486486496,501440
316,2021-02-24,28369029,72026,69336.73078700257,82266.60187937153,95892.16112432434,503716,2276,2024.3618010444313,2028.6505173672472,2646.0505081081083,503716
317,2021-02-25,28444040,75011,69174.29234176577,80332.20472635432,92735.3068108108,506980,3264,2018.6779196615967,1990.1446511627687,2529.018724324324,506980
318,2021-02-26,28522097,78057,68742.90419187056,78462.03300414744,88956.3929081081,509410,2430,2005.0035454301078,1951.672201772952,2419.59187027027,509410
319,2021-02-27,28600831,78734,68013.874454789,76657.06443297549,86345.25474594596,511565,2155,1982.0966609661064,1913.275821714963,2363.7873297297297,511565
320,2021-02-28,28666895,66064,66988.18249105498,74918.13129080733,84829.85418378378,513085,1520,1949.388391215394,1874.9974597100313,2384.2358486486487,513085
321,2021-03-01,28718761,51866,65694.45415362362,73245.91989929171,83691.80307027027,514192,1107,1906.9799371519075,1836.8782963757035,2405.8806486486483,514192
322,2021-03-02,28773252,54491,64184.9485230276,71640.97008877738,81914.10802162162,515512,1320,1855.594379439283,1798.9586824585579,2327.065772972973,515512
323,2021-03-03,28830270,57018,62529.9591874776,70103.6754694776,80007.34278918918,517445,1933,1796.4894212414204,1761.2780764929455,2223.6400432432433,517445
324,2021-03-04,28897467,67197,60811.1436723566,68634.28324736381,77381.61262702702,520026,2581,1731.3396391156102,1723.8749813955149,2129.2505081081076,520026
325,2021-03-05,28965989,68522,59114.36010692991,67232.89494471165,75029.37236756756,521978,1952,1662.0985379908163,1686.786891667088,2050.1464216216214,521978
326,2021-03-06,29032854,66865,57522.60639204626,65899.46730286021,73293.02953513514,523701,1723,1590.8515676232785,1650.0502374929,2003.8956972972974,523701
327,2021-03-07,29092138,59284,56109.623947096814,64633.813223816236,72904.63913513512,525232,1531,1519.671232362364,1613.7003244535917,2023.9876324324325,525232
328,2021-03-08,29134204,42066,54934.64965092915,63435.60307966422,73279.30516756757,525943,711,1450.4845623792999,1577.7712906598144,2060.181708108108,525943
329,2021-03-09,29178539,44335,54038.68366307924,62304.36646935986,73429.63563243243,526648,705,1384.9616244576332,1542.2960526078718,2053.6498162162156,526648
330,2021-03-10,29234333,55794,53442.498237663356,61239.494147531674,72896.0531891892,528432,1784,1324.4315967926245,1507.3062585825674,1996.2562594594594,528432
331,2021-03-11,29292571,58238,53146.4562715793,60240.240270987226,72267.54058378378,530004,1572,1269.83041337098,1472.832246059241,1926.1275675675674,530004
332,2021-03-12,29355473,62902,53132.051899414975,59305.724673233955,71172.25651891892,531578,1574,1221.6813158272178,1438.9029998479662,1856.9503135135137,531578
333,2021-03-13,29417547,62074,53364.94238232341,58434.93589372682,70357.24566486487,533009,1431,1180.1070505371974,1405.546109907106,1822.2729513513514,533009
334,2021-03-14,29471138,53591,53799.122782497005,57626.73414214219,70491.86508108108,534006,997,1144.87011514601,1372.7877412346932,1830.0241297297296,534006
335,2021-03-15,29509994,38856,54381.811920138505,56879.85416320196,70832.17582702701,534538,532,1115.4355585209632,1340.652592194993,1839.1917837837834,534538
336,2021-03-16,29564758,54764,55058.576050483214,56192.90945891611,70138.88328648648,535238,700,1091.0494942450146,1309.1638718239471,1781.1047783783781,535238
337,2021-03-17,29619140,54382,55778.21799061369,55564.39558767635,69258.9068108108,536499,1261,1070.8257719754993,1278.3432649352656,1659.0643891891893,536499
338,2021-03-18,29678591,59451,56497.002587242416,54992.69431187862,68171.04034594593,537716,1217,1053.8331809490383,1248.210912813476,1585.0050594594593,537716
339,2021-03-19,29739099,60508,57181.869276870726,54476.07791461141,66972.3584864865,539364,1648,1039.176100843851,1218.7853836029349,1524.5994378378377,539364
340,2021-03-20,29801135,62036,57812.39072811579,54012.71359959591,66556.19891891892,540410,1046,1026.0625857126527,1190.0836652419982,1501.078054054054,540410
341,2021-03-21,29858153,57018,58381.36251493361,53600.66836326063,67018.52540540541,541183,773,1013.8553479836639,1162.1211343023613,1502.267762162162,541183
342,2021-03-22,29893125,34972,58894.04046609864,53237.91375341712,67354.91701621622,541973,790,1002.1028571491082,1134.911557609021,1492.600562162162,541973
343,2021-03-23,29942607,49482,59366.16757816127,52922.331033849136,67575.86092972972,542506,533,990.5496247345566,1108.4670717085485,1444.2004756756758,542506
344,2021-03-24,29995887,53280,59821.039880550656,52651.716600367436,67206.08683243243,543451,945,979.1265572884696,1082.7981802221636,1353.6561297297296,543451
345,2021-03-25,30083118,87231,60285.94103861074,52423.78744061716,66757.01803243245,544986,1535,967.92387954569,1057.9137516983121,1299.3370810810811,544986
346,2021-03-26,30151093,67975,60788.32215220691,52236.186788271145,66375.13323243243,546344,1358,957.1504416093618,1033.8210157506737,1256.5782486486487,546344
347,2021-03-27,30228638,77545,61352.11283041246,52086.489905835755,66466.77855135135,547512,1168,947.0841399273837,1010.5255650091631,1223.7199567567566,547512
348,2021-03-28,30290855,62217,61994.522409546924,51972.210534552476,67666.21794594593,548326,814,938.0186519017316,988.0313696830071,1240.9904432432436,548326
349,2021-03-29,30337215,46360,62723.62978818086,51890.80640459379,68778.61145945945,548776,450,930.2116966642157,966.3407722795537,1259.0053189189189,548776
350,2021-03-30,30404512,67297,63536.97346338464,51839.685920891425,69224.05855135137,549430,654,923.8396154855739,945.4545126013397,1209.9725837837836,549430
351,2021-03-31,30465949,61437,64421.24899032075,51816.21436095737,69557.29842162161,550355,925,918.9622727945753,925.3717300760754,1172.6611027027027,550355
352,2021-04-01,30532921,66972,65353.109713612976,51817.72092562157,69592.6035027027,551456,1101,915.5011972649063,906.0899967597668,1133.8049729729728,551456
353,2021-04-02,30612086,79165,66300.95911280384,51841.504533378014,69646.7155027027,552579,1123,913.232614045379,887.6053276240027,1101.8323891891891,552579
354,2021-04-03,30683935,71849,67227.52971838758,51884.84113264589,70237.2691891892,553480,901,911.7956747847687,869.9122017449481,1095.4368864864866,553480
355,2021-04-04,30748182,64247,68092.97294806023,51944.9899828427,71759.96903783784,554251,771,910.7148819550906,853.0036020653579,1117.8310054054052,554251
356,2021-04-05,30784528,36346,68858.14264909076,52019.2012802101,72330.34534054053,554540,289,909.4345294496386,836.8710354435639,1130.321297297297,554540
357,2021-04-06,30858008,73480,69487.74592291271,52104.72206907734,72944.67018378378,555011,471,907.3620277164307,821.5045728004843,1108.1835243243243,555011
358,2021-04-07,30919153,61145,69953.05804322647,52198.80393437615,73255.58823783783,555875,864,903.9163124026078,806.892870818283,1087.9732756756757,555875
359,2021-04-08,30994131,74978,70233.95087848924,52298.70933197443,73491.86689729728,558469,2594,898.5771892863637,793.0232282086467,1040.1056,558469
360,2021-04-09,31074392,80261,70320.06029576802,52401.718827918536,73589.13046486487,559512,1043,890.9314575830809,779.8816175126203,1027.6038054054052,559512
361,2021-04-10,31158729,84337,70211.00946355869,52505.13801997694,73972.8441945946,560422,910,880.7119654895637,767.4527227096537,1031.2074378378377,560422
362,2021-04-11,31228021,69292,69915.70232888486,52606.304508192654,75722.85388108109,561146,724,867.8263501351332,755.719998010522,1033.5901405405407,561146
363,2021-04-12,31274462,46441,69450.79494752496,52702.59465627496,76599.86758918919,561431,285,852.3730441211685,744.6657133618182,1052.3559783783785,561431
364,2021-04-13,31341417,66955,68838.53249116926,52791.42997317816,77255.22092972972,561883,452,834.6431238918343,734.2709947910812,1045.9867675675673,561883
365,2021-04-14,31420568,79151,68104.19881782724,52870.2844909125,75798.59753513512,562760,877,815.1076543982331,724.5158892523441,1002.550918918919,562760
366,2021-04-15,31495884,75316,67273.45788648138,52936.69141885285,75477.68527567569,563696,936,794.3912705057699,715.379420532794,968.869362162162,563696
367,2021-04-16,31569789,73905,66369.86920575575,52988.24929276641,74496.91225945944,564601,905,773.2337519108981,706.8396305079,945.3479783783785,564601
368,2021-04-17,31650171,80382,65412.83312829735,53022.62828451044,74425.9865945946,565462,861,752.4422263281904,698.8736673876265,942.7894486486485,565462
369,2021-04-18,31704332,54161,64416.1693016835,53037.57745243837,75310.0300972973,566170,708,732.8373184983027,691.4578154590445,963.1212972972975,566170
370,2021-04-19,31747215,42883,63387.45874513373,53030.93009501098,74885.57872432431,566499,329,715.197007997339,684.567577201145,971.3112216216216,566499
371,2021-04-20,31813388,66173,62328.194633829735,53000.6096442931,74793.66062702703,567003,504,700.2021413474193,678.1777370620807,962.863308108108,567003
372,2021-04-21,31874309,60921,61234.6979436756,52944.6364379001,74334.12108108107,567850,847,688.3874553842144,672.2624201672206,943.2594162162162,567850
373,2021-04-22,31938130,63821,60099.67093351341,52861.13301437409,73059.97656216218,568739,889,680.1016182547439,666.7951638798618,921.5160216216213,568739
374,2021-04-23,32005123,66993,58914.192659859815,52748.329192303,72148.87541621621,569684,945,675.4792068728639,661.7489909858523,912.1824,569684
375,2021-04-24,32067488,62365,57669.913443233694,52604.56790947777,71652.18542702704,570446,762,674.4267543741844,657.096470483254,910.1414918918919,570446
